Reference:,Baratta et al. (2015),,,,,
DOI:,doi:http://dx.doi.org/10.1016/j.pss.2015.08.011,,,,,
Sample Type:,Ice Tholin,,,,,
Composition:,CH4:CO:N2 (1:1:1),,,,,
Temperature:,300K,,,,,
OCdb page:,https://ocdb.smce.nasa.gov/dataset/3,,,,,
n_ Error Units:,Not Applicable,,,,,
k_ Error Units:,Not Applicable,,,,,
,,,,,,
Wavenumber (cm__),n_,Dn_  (+/-),,Wavenumber (cm__),k_,Dk_  (+/-)
46354.4,1.67453,,,46354.4,0.22881,
46362.8,1.67453,,,46362.8,0.22885,
46371.1,1.67452,,,46371.1,0.22889,
46379.5,1.67452,,,46379.5,0.22893,
46387.8,1.67452,,,46387.8,0.22897,
46396.2,1.67452,,,46396.2,0.22902,
46404.5,1.67451,,,46404.5,0.22906,
46412.9,1.67451,,,46412.9,0.22911,
46421.2,1.6745,,,46421.2,0.22915,
46429.6,1.6745,,,46429.6,0.2292,
46437.9,1.67449,,,46437.9,0.22924,
46446.3,1.67448,,,46446.3,0.22929,
46454.6,1.67447,,,46454.6,0.22934,
46463,1.67446,,,46463,0.22938,
46471.3,1.67445,,,46471.3,0.22943,
46479.7,1.67443,,,46479.7,0.22948,
46488,1.67441,,,46488,0.22952,
46496.4,1.6744,,,46496.4,0.22956,
46504.8,1.67438,,,46504.8,0.2296,
46513.1,1.67437,,,46513.1,0.22964,
46521.5,1.67435,,,46521.5,0.22968,
46529.8,1.67434,,,46529.8,0.22972,
46538.2,1.67433,,,46538.2,0.22975,
46546.5,1.67432,,,46546.5,0.22979,
46554.9,1.6743,,,46554.9,0.22983,
46563.2,1.67429,,,46563.2,0.22987,
46571.6,1.67427,,,46571.6,0.22991,
46579.9,1.67426,,,46579.9,0.22995,
46588.3,1.67425,,,46588.3,0.22999,
46596.6,1.67423,,,46596.6,0.23003,
46605,1.67422,,,46605,0.23007,
46613.3,1.6742,,,46613.3,0.23011,
46621.7,1.67419,,,46621.7,0.23015,
46630,1.67417,,,46630,0.23019,
46638.4,1.67415,,,46638.4,0.23023,
46646.7,1.67414,,,46646.7,0.23027,
46655.1,1.67412,,,46655.1,0.23031,
46663.4,1.67409,,,46663.4,0.23034,
46671.8,1.67407,,,46671.8,0.23037,
46680.1,1.67405,,,46680.1,0.2304,
46688.5,1.67404,,,46688.5,0.23044,
46696.8,1.67402,,,46696.8,0.23047,
46705.2,1.674,,,46705.2,0.2305,
46713.5,1.67399,,,46713.5,0.23053,
46721.9,1.67397,,,46721.9,0.23056,
46730.2,1.67396,,,46730.2,0.23059,
46738.6,1.67394,,,46738.6,0.23063,
46746.9,1.67392,,,46746.9,0.23066,
46755.3,1.6739,,,46755.3,0.23068,
46763.6,1.67388,,,46763.6,0.2307,
46772,1.67387,,,46772,0.23073,
46780.3,1.67386,,,46780.3,0.23075,
46788.7,1.67385,,,46788.7,0.23077,
46797,1.67384,,,46797,0.2308,
46805.4,1.67383,,,46805.4,0.23082,
46813.7,1.67382,,,46813.7,0.23084,
46822.1,1.67382,,,46822.1,0.23086,
46830.4,1.67382,,,46830.4,0.23089,
46838.8,1.67382,,,46838.8,0.23092,
46847.1,1.67382,,,46847.1,0.23095,
46855.5,1.67382,,,46855.5,0.23098,
46863.8,1.67381,,,46863.8,0.23102,
46872.2,1.67381,,,46872.2,0.23105,
46880.5,1.67381,,,46880.5,0.23108,
46888.9,1.6738,,,46888.9,0.23111,
46897.2,1.6738,,,46897.2,0.23115,
46905.6,1.6738,,,46905.6,0.23118,
46913.9,1.6738,,,46913.9,0.23121,
46922.3,1.6738,,,46922.3,0.23125,
46930.6,1.6738,,,46930.6,0.23129,
46939,1.6738,,,46939,0.23133,
46947.3,1.67379,,,46947.3,0.23137,
46955.7,1.67379,,,46955.7,0.23141,
46964,1.67379,,,46964,0.23145,
46972.4,1.67378,,,46972.4,0.23149,
46980.7,1.67377,,,46980.7,0.23153,
46989.1,1.67377,,,46989.1,0.23157,
46997.4,1.67376,,,46997.4,0.23161,
47005.8,1.67375,,,47005.8,0.23166,
47014.2,1.67374,,,47014.2,0.2317,
47022.5,1.67373,,,47022.5,0.23173,
47030.9,1.67372,,,47030.9,0.23177,
47039.2,1.67371,,,47039.2,0.23181,
47047.6,1.6737,,,47047.6,0.23185,
47055.9,1.67369,,,47055.9,0.23189,
47064.3,1.67368,,,47064.3,0.23193,
47072.6,1.67367,,,47072.6,0.23197,
47081,1.67366,,,47081,0.23201,
47089.3,1.67365,,,47089.3,0.23205,
47097.7,1.67364,,,47097.7,0.23209,
47106,1.67362,,,47106,0.23212,
47114.4,1.67361,,,47114.4,0.23216,
47122.7,1.6736,,,47122.7,0.23219,
47131.1,1.67359,,,47131.1,0.23223,
47139.4,1.67358,,,47139.4,0.23226,
47147.8,1.67357,,,47147.8,0.2323,
47156.1,1.67357,,,47156.1,0.23234,
47164.5,1.67356,,,47164.5,0.23237,
47172.8,1.67355,,,47172.8,0.23241,
47181.2,1.67355,,,47181.2,0.23244,
47189.5,1.67354,,,47189.5,0.23248,
47197.9,1.67354,,,47197.9,0.23252,
47206.2,1.67353,,,47206.2,0.23257,
47214.6,1.67352,,,47214.6,0.23261,
47222.9,1.67351,,,47222.9,0.23265,
47231.3,1.6735,,,47231.3,0.2327,
47239.6,1.67349,,,47239.6,0.23274,
47248,1.67348,,,47248,0.23278,
47256.3,1.67347,,,47256.3,0.23283,
47264.7,1.67345,,,47264.7,0.23287,
47273,1.67343,,,47273,0.23292,
47281.4,1.67341,,,47281.4,0.23295,
47289.7,1.67339,,,47289.7,0.23298,
47298.1,1.67338,,,47298.1,0.23302,
47306.4,1.67336,,,47306.4,0.23305,
47314.8,1.67335,,,47314.8,0.23308,
47323.1,1.67334,,,47323.1,0.23312,
47331.5,1.67333,,,47331.5,0.23315,
47339.8,1.67332,,,47339.8,0.23318,
47348.2,1.67331,,,47348.2,0.23322,
47356.5,1.6733,,,47356.5,0.23325,
47364.9,1.6733,,,47364.9,0.23328,
47373.2,1.67329,,,47373.2,0.23333,
47381.6,1.67328,,,47381.6,0.23336,
47389.9,1.67328,,,47389.9,0.23341,
47398.3,1.67327,,,47398.3,0.23345,
47406.6,1.67326,,,47406.6,0.23349,
47415,1.67325,,,47415,0.23353,
47423.3,1.67323,,,47423.3,0.23357,
47431.7,1.67322,,,47431.7,0.23361,
47440,1.67321,,,47440,0.23365,
47448.4,1.6732,,,47448.4,0.2337,
47456.7,1.67318,,,47456.7,0.23373,
47465.1,1.67317,,,47465.1,0.23377,
47473.4,1.67315,,,47473.4,0.23381,
47481.8,1.67314,,,47481.8,0.23385,
47490.1,1.67313,,,47490.1,0.23388,
47498.5,1.67312,,,47498.5,0.23392,
47506.9,1.6731,,,47506.9,0.23396,
47515.2,1.67309,,,47515.2,0.234,
47523.6,1.67308,,,47523.6,0.23403,
47531.9,1.67307,,,47531.9,0.23407,
47540.3,1.67306,,,47540.3,0.23411,
47548.6,1.67305,,,47548.6,0.23415,
47557,1.67303,,,47557,0.23419,
47565.3,1.67302,,,47565.3,0.23423,
47573.7,1.67301,,,47573.7,0.23427,
47582,1.673,,,47582,0.23431,
47590.4,1.67298,,,47590.4,0.23435,
47598.7,1.67297,,,47598.7,0.23439,
47607.1,1.67295,,,47607.1,0.23443,
47615.4,1.67294,,,47615.4,0.23447,
47623.8,1.67292,,,47623.8,0.23451,
47632.1,1.6729,,,47632.1,0.23455,
47640.5,1.67288,,,47640.5,0.23458,
47648.8,1.67286,,,47648.8,0.23461,
47657.2,1.67285,,,47657.2,0.23464,
47665.5,1.67284,,,47665.5,0.23467,
47673.9,1.67283,,,47673.9,0.2347,
47682.2,1.67281,,,47682.2,0.23474,
47690.6,1.67281,,,47690.6,0.23477,
47698.9,1.6728,,,47698.9,0.2348,
47707.3,1.67279,,,47707.3,0.23483,
47715.6,1.67279,,,47715.6,0.23486,
47724,1.67279,,,47724,0.2349,
47732.3,1.67279,,,47732.3,0.23495,
47740.7,1.67278,,,47740.7,0.23499,
47749,1.67277,,,47749,0.23503,
47757.4,1.67276,,,47757.4,0.23507,
47765.7,1.67275,,,47765.7,0.23512,
47774.1,1.67274,,,47774.1,0.23516,
47782.4,1.67273,,,47782.4,0.2352,
47790.8,1.67272,,,47790.8,0.23524,
47799.1,1.67271,,,47799.1,0.23529,
47807.5,1.6727,,,47807.5,0.23533,
47815.8,1.67269,,,47815.8,0.23538,
47824.2,1.67268,,,47824.2,0.23542,
47832.5,1.67267,,,47832.5,0.23547,
47840.9,1.67266,,,47840.9,0.23551,
47849.2,1.67264,,,47849.2,0.23556,
47857.6,1.67263,,,47857.6,0.2356,
47865.9,1.67261,,,47865.9,0.23565,
47874.3,1.6726,,,47874.3,0.23569,
47882.6,1.67258,,,47882.6,0.23574,
47891,1.67256,,,47891,0.23578,
47899.3,1.67254,,,47899.3,0.23583,
47907.7,1.67252,,,47907.7,0.23587,
47916,1.6725,,,47916,0.23591,
47924.4,1.67249,,,47924.4,0.23595,
47932.7,1.67247,,,47932.7,0.23599,
47941.1,1.67245,,,47941.1,0.23603,
47949.4,1.67243,,,47949.4,0.23608,
47957.8,1.67241,,,47957.8,0.23612,
47966.1,1.67239,,,47966.1,0.23616,
47974.5,1.67237,,,47974.5,0.2362,
47982.8,1.67234,,,47982.8,0.23624,
47991.2,1.67232,,,47991.2,0.23627,
47999.5,1.6723,,,47999.5,0.23631,
48007.9,1.67228,,,48007.9,0.23634,
48016.3,1.67226,,,48016.3,0.23637,
48024.6,1.67224,,,48024.6,0.23641,
48033,1.67223,,,48033,0.23644,
48041.3,1.67221,,,48041.3,0.23647,
48049.7,1.6722,,,48049.7,0.23651,
48058,1.67219,,,48058,0.23654,
48066.4,1.67218,,,48066.4,0.23657,
48074.7,1.67217,,,48074.7,0.23661,
48083.1,1.67216,,,48083.1,0.23665,
48091.4,1.67214,,,48091.4,0.23669,
48099.8,1.67213,,,48099.8,0.23673,
48108.1,1.67212,,,48108.1,0.23677,
48116.5,1.6721,,,48116.5,0.23681,
48124.8,1.67209,,,48124.8,0.23685,
48133.2,1.67208,,,48133.2,0.23689,
48141.5,1.67206,,,48141.5,0.23693,
48149.9,1.67205,,,48149.9,0.23697,
48158.2,1.67203,,,48158.2,0.23701,
48166.6,1.67202,,,48166.6,0.23705,
48174.9,1.672,,,48174.9,0.23709,
48183.3,1.67199,,,48183.3,0.23713,
48191.6,1.67197,,,48191.6,0.23717,
48200,1.67196,,,48200,0.23721,
48208.3,1.67194,,,48208.3,0.23725,
48216.7,1.67193,,,48216.7,0.23729,
48225,1.67191,,,48225,0.23733,
48233.4,1.6719,,,48233.4,0.23738,
48241.7,1.67188,,,48241.7,0.23741,
48250.1,1.67187,,,48250.1,0.23746,
48258.4,1.67186,,,48258.4,0.2375,
48266.8,1.67184,,,48266.8,0.23755,
48275.1,1.67182,,,48275.1,0.23759,
48283.5,1.67181,,,48283.5,0.23763,
48291.8,1.67179,,,48291.8,0.23768,
48300.2,1.67177,,,48300.2,0.23772,
48308.5,1.67176,,,48308.5,0.23777,
48316.9,1.67174,,,48316.9,0.23781,
48325.2,1.67172,,,48325.2,0.23786,
48333.6,1.6717,,,48333.6,0.2379,
48341.9,1.67168,,,48341.9,0.23795,
48350.3,1.67166,,,48350.3,0.23799,
48358.6,1.67164,,,48358.6,0.23804,
48367,1.67162,,,48367,0.23808,
48375.3,1.6716,,,48375.3,0.23813,
48383.7,1.67157,,,48383.7,0.23818,
48392,1.67155,,,48392,0.23822,
48400.4,1.67152,,,48400.4,0.23827,
48408.7,1.6715,,,48408.7,0.23832,
48417.1,1.67146,,,48417.1,0.23836,
48425.4,1.67143,,,48425.4,0.2384,
48433.8,1.6714,,,48433.8,0.23844,
48442.1,1.67137,,,48442.1,0.23847,
48450.5,1.67134,,,48450.5,0.2385,
48458.8,1.67132,,,48458.8,0.23854,
48467.2,1.67129,,,48467.2,0.23858,
48475.5,1.67127,,,48475.5,0.23861,
48483.9,1.67124,,,48483.9,0.23865,
48492.2,1.67122,,,48492.2,0.23868,
48500.6,1.67119,,,48500.6,0.23872,
48509,1.67116,,,48509,0.23875,
48517.3,1.67114,,,48517.3,0.23878,
48525.7,1.67112,,,48525.7,0.23881,
48534,1.67109,,,48534,0.23885,
48542.4,1.67107,,,48542.4,0.23888,
48550.7,1.67105,,,48550.7,0.23891,
48559.1,1.67103,,,48559.1,0.23894,
48567.4,1.67101,,,48567.4,0.23897,
48575.8,1.67099,,,48575.8,0.239,
48584.1,1.67097,,,48584.1,0.23903,
48592.5,1.67095,,,48592.5,0.23906,
48600.8,1.67094,,,48600.8,0.2391,
48609.2,1.67092,,,48609.2,0.23914,
48617.5,1.6709,,,48617.5,0.23917,
48625.9,1.67089,,,48625.9,0.23921,
48634.2,1.67087,,,48634.2,0.23925,
48642.6,1.67085,,,48642.6,0.23928,
48650.9,1.67083,,,48650.9,0.23932,
48659.3,1.67081,,,48659.3,0.23936,
48667.6,1.67079,,,48667.6,0.2394,
48676,1.67077,,,48676,0.23943,
48684.3,1.67075,,,48684.3,0.23947,
48692.7,1.67073,,,48692.7,0.23951,
48701,1.67071,,,48701,0.23954,
48709.4,1.67068,,,48709.4,0.23958,
48717.7,1.67066,,,48717.7,0.23961,
48726.1,1.67064,,,48726.1,0.23965,
48734.4,1.67062,,,48734.4,0.23969,
48742.8,1.6706,,,48742.8,0.23972,
48751.1,1.67058,,,48751.1,0.23976,
48759.5,1.67056,,,48759.5,0.23979,
48767.8,1.67054,,,48767.8,0.23983,
48776.2,1.67052,,,48776.2,0.23987,
48784.5,1.6705,,,48784.5,0.2399,
48792.9,1.67048,,,48792.9,0.23994,
48801.2,1.67046,,,48801.2,0.23997,
48809.6,1.67044,,,48809.6,0.24001,
48817.9,1.67042,,,48817.9,0.24004,
48826.3,1.6704,,,48826.3,0.24008,
48834.6,1.67038,,,48834.6,0.24012,
48843,1.67037,,,48843,0.24015,
48851.3,1.67035,,,48851.3,0.24019,
48859.7,1.67033,,,48859.7,0.24022,
48868,1.67032,,,48868,0.24026,
48876.4,1.6703,,,48876.4,0.2403,
48884.7,1.67028,,,48884.7,0.24034,
48893.1,1.67026,,,48893.1,0.24038,
48901.4,1.67024,,,48901.4,0.24042,
48909.8,1.67022,,,48909.8,0.24046,
48918.1,1.6702,,,48918.1,0.2405,
48926.5,1.67019,,,48926.5,0.24054,
48934.8,1.67017,,,48934.8,0.24058,
48943.2,1.67015,,,48943.2,0.24062,
48951.5,1.67014,,,48951.5,0.24066,
48959.9,1.67012,,,48959.9,0.24071,
48968.2,1.6701,,,48968.2,0.24076,
48976.6,1.67007,,,48976.6,0.24081,
48984.9,1.67005,,,48984.9,0.24085,
48993.3,1.67003,,,48993.3,0.2409,
49001.7,1.67,,,49001.7,0.24095,
49010,1.66997,,,49010,0.241,
49018.4,1.66994,,,49018.4,0.24105,
49026.7,1.66991,,,49026.7,0.24109,
49035.1,1.66987,,,49035.1,0.24114,
49043.4,1.66984,,,49043.4,0.24118,
49051.8,1.6698,,,49051.8,0.24122,
49060.1,1.66977,,,49060.1,0.24126,
49068.5,1.66974,,,49068.5,0.2413,
49076.8,1.66971,,,49076.8,0.24133,
49085.2,1.66967,,,49085.2,0.24137,
49093.5,1.66964,,,49093.5,0.24141,
49101.9,1.66961,,,49101.9,0.24145,
49110.2,1.66957,,,49110.2,0.24149,
49118.6,1.66954,,,49118.6,0.24153,
49126.9,1.6695,,,49126.9,0.24156,
49135.3,1.66946,,,49135.3,0.24159,
49143.6,1.66943,,,49143.6,0.24162,
49152,1.66939,,,49152,0.24165,
49160.3,1.66936,,,49160.3,0.24168,
49168.7,1.66933,,,49168.7,0.24171,
49177,1.6693,,,49177,0.24174,
49185.4,1.66927,,,49185.4,0.24177,
49193.7,1.66924,,,49193.7,0.2418,
49202.1,1.66921,,,49202.1,0.24182,
49210.4,1.66918,,,49210.4,0.24185,
49218.8,1.66915,,,49218.8,0.24188,
49227.1,1.66912,,,49227.1,0.24192,
49235.5,1.6691,,,49235.5,0.24195,
49243.8,1.66907,,,49243.8,0.24198,
49252.2,1.66904,,,49252.2,0.24201,
49260.5,1.66901,,,49260.5,0.24204,
49268.9,1.66898,,,49268.9,0.24207,
49277.2,1.66895,,,49277.2,0.2421,
49285.6,1.66891,,,49285.6,0.24214,
49293.9,1.66888,,,49293.9,0.24217,
49302.3,1.66884,,,49302.3,0.24219,
49310.6,1.66881,,,49310.6,0.24221,
49319,1.66877,,,49319,0.24223,
49327.3,1.66875,,,49327.3,0.24225,
49335.7,1.66872,,,49335.7,0.24227,
49344,1.66869,,,49344,0.24229,
49352.4,1.66867,,,49352.4,0.24231,
49360.7,1.66865,,,49360.7,0.24233,
49369.1,1.66863,,,49369.1,0.24235,
49377.4,1.66861,,,49377.4,0.24237,
49385.8,1.66861,,,49385.8,0.24239,
49394.1,1.6686,,,49394.1,0.24242,
49402.5,1.66859,,,49402.5,0.24246,
49410.8,1.66857,,,49410.8,0.2425,
49419.2,1.66855,,,49419.2,0.24253,
49427.5,1.66853,,,49427.5,0.24257,
49435.9,1.66851,,,49435.9,0.24261,
49444.2,1.66849,,,49444.2,0.24265,
49452.6,1.66847,,,49452.6,0.24269,
49460.9,1.66844,,,49460.9,0.24273,
49469.3,1.66842,,,49469.3,0.24277,
49477.6,1.66839,,,49477.6,0.2428,
49486,1.66836,,,49486,0.24284,
49494.3,1.66833,,,49494.3,0.24287,
49502.7,1.6683,,,49502.7,0.2429,
49511.1,1.66828,,,49511.1,0.24294,
49519.4,1.66825,,,49519.4,0.24297,
49527.8,1.66822,,,49527.8,0.24301,
49536.1,1.66819,,,49536.1,0.24304,
49544.5,1.66816,,,49544.5,0.24308,
49552.8,1.66813,,,49552.8,0.24311,
49561.2,1.6681,,,49561.2,0.24315,
49569.5,1.66807,,,49569.5,0.24318,
49577.9,1.66804,,,49577.9,0.24321,
49586.2,1.66801,,,49586.2,0.24324,
49594.6,1.66798,,,49594.6,0.24327,
49602.9,1.66795,,,49602.9,0.2433,
49611.3,1.66792,,,49611.3,0.24334,
49619.6,1.66789,,,49619.6,0.24337,
49628,1.66786,,,49628,0.2434,
49636.3,1.66783,,,49636.3,0.24343,
49644.7,1.6678,,,49644.7,0.24346,
49653,1.66777,,,49653,0.24349,
49661.4,1.66774,,,49661.4,0.24352,
49669.7,1.66771,,,49669.7,0.24356,
49678.1,1.66768,,,49678.1,0.24359,
49686.4,1.66765,,,49686.4,0.24362,
49694.8,1.66762,,,49694.8,0.24365,
49703.1,1.66759,,,49703.1,0.24368,
49711.5,1.66756,,,49711.5,0.24371,
49719.8,1.66753,,,49719.8,0.24374,
49728.2,1.6675,,,49728.2,0.24377,
49736.5,1.66746,,,49736.5,0.2438,
49744.9,1.66743,,,49744.9,0.24383,
49753.2,1.6674,,,49753.2,0.24386,
49761.6,1.66737,,,49761.6,0.24388,
49769.9,1.66734,,,49769.9,0.24391,
49778.3,1.6673,,,49778.3,0.24394,
49786.6,1.66727,,,49786.6,0.24397,
49795,1.66724,,,49795,0.244,
49803.3,1.66721,,,49803.3,0.24403,
49811.7,1.66718,,,49811.7,0.24405,
49820,1.66714,,,49820,0.24408,
49828.4,1.66711,,,49828.4,0.24411,
49836.7,1.66707,,,49836.7,0.24413,
49845.1,1.66704,,,49845.1,0.24416,
49853.4,1.66701,,,49853.4,0.24418,
49861.8,1.66698,,,49861.8,0.2442,
49870.1,1.66695,,,49870.1,0.24422,
49878.5,1.66692,,,49878.5,0.24425,
49886.8,1.66689,,,49886.8,0.24427,
49895.2,1.66686,,,49895.2,0.24429,
49903.5,1.66683,,,49903.5,0.24431,
49911.9,1.66681,,,49911.9,0.24434,
49920.2,1.66678,,,49920.2,0.24436,
49928.6,1.66676,,,49928.6,0.24439,
49936.9,1.66673,,,49936.9,0.24442,
49945.3,1.6667,,,49945.3,0.24444,
49953.6,1.66667,,,49953.6,0.24447,
49962,1.66665,,,49962,0.2445,
49970.3,1.66662,,,49970.3,0.24453,
49978.7,1.66659,,,49978.7,0.24455,
49987,1.66656,,,49987,0.24458,
49995.4,1.66653,,,49995.4,0.24461,
50003.8,1.6665,,,50003.8,0.24464,
50012.1,1.66647,,,50012.1,0.24467,
50020.5,1.66644,,,50020.5,0.24469,
50028.8,1.66641,,,50028.8,0.24472,
50037.2,1.66638,,,50037.2,0.24475,
50045.5,1.66635,,,50045.5,0.24478,
50053.9,1.66632,,,50053.9,0.24481,
50062.2,1.66629,,,50062.2,0.24484,
50070.6,1.66626,,,50070.6,0.24487,
50078.9,1.66622,,,50078.9,0.2449,
50087.3,1.66619,,,50087.3,0.24493,
50095.6,1.66615,,,50095.6,0.24495,
50104,1.66611,,,50104,0.24498,
50112.3,1.66608,,,50112.3,0.245,
50120.7,1.66604,,,50120.7,0.24502,
50129,1.66601,,,50129,0.24505,
50137.4,1.66598,,,50137.4,0.24507,
50145.7,1.66594,,,50145.7,0.24509,
50154.1,1.66591,,,50154.1,0.24512,
50162.4,1.66587,,,50162.4,0.24514,
50170.8,1.66584,,,50170.8,0.24517,
50179.1,1.6658,,,50179.1,0.24519,
50187.5,1.66576,,,50187.5,0.24521,
50195.8,1.66573,,,50195.8,0.24523,
50204.2,1.66569,,,50204.2,0.24524,
50212.5,1.66566,,,50212.5,0.24526,
50220.9,1.66563,,,50220.9,0.24528,
50229.2,1.6656,,,50229.2,0.2453,
50237.6,1.66557,,,50237.6,0.24532,
50245.9,1.66553,,,50245.9,0.24533,
50254.3,1.6655,,,50254.3,0.24535,
50262.6,1.66547,,,50262.6,0.24537,
50271,1.66545,,,50271,0.24539,
50279.3,1.66542,,,50279.3,0.24541,
50287.7,1.66539,,,50287.7,0.24543,
50296,1.66536,,,50296,0.24545,
50304.4,1.66533,,,50304.4,0.24547,
50312.7,1.6653,,,50312.7,0.24549,
50321.1,1.66527,,,50321.1,0.24551,
50329.4,1.66523,,,50329.4,0.24553,
50337.8,1.6652,,,50337.8,0.24555,
50346.1,1.66517,,,50346.1,0.24557,
50354.5,1.66514,,,50354.5,0.2456,
50362.8,1.66511,,,50362.8,0.24561,
50371.2,1.66508,,,50371.2,0.24563,
50379.5,1.66504,,,50379.5,0.24565,
50387.9,1.66501,,,50387.9,0.24567,
50396.2,1.66498,,,50396.2,0.24569,
50404.6,1.66495,,,50404.6,0.2457,
50412.9,1.66492,,,50412.9,0.24572,
50421.3,1.66489,,,50421.3,0.24574,
50429.6,1.66486,,,50429.6,0.24576,
50438,1.66483,,,50438,0.24578,
50446.3,1.6648,,,50446.3,0.2458,
50454.7,1.66477,,,50454.7,0.24581,
50463,1.66474,,,50463,0.24583,
50471.4,1.66471,,,50471.4,0.24584,
50479.7,1.66468,,,50479.7,0.24586,
50488.1,1.66465,,,50488.1,0.24587,
50496.4,1.66462,,,50496.4,0.24589,
50504.8,1.6646,,,50504.8,0.24591,
50513.2,1.66457,,,50513.2,0.24592,
50521.5,1.66454,,,50521.5,0.24594,
50529.9,1.66452,,,50529.9,0.24595,
50538.2,1.6645,,,50538.2,0.24597,
50546.6,1.66447,,,50546.6,0.24599,
50554.9,1.66445,,,50554.9,0.24602,
50563.3,1.66442,,,50563.3,0.24604,
50571.6,1.66439,,,50571.6,0.24606,
50580,1.66436,,,50580,0.24608,
50588.3,1.66433,,,50588.3,0.2461,
50596.7,1.66431,,,50596.7,0.24613,
50605,1.66428,,,50605,0.24615,
50613.4,1.66425,,,50613.4,0.24617,
50621.7,1.66421,,,50621.7,0.24619,
50630.1,1.66418,,,50630.1,0.24621,
50638.4,1.66415,,,50638.4,0.24623,
50646.8,1.66412,,,50646.8,0.24625,
50655.1,1.66409,,,50655.1,0.24627,
50663.5,1.66406,,,50663.5,0.24629,
50671.8,1.66403,,,50671.8,0.24631,
50680.2,1.664,,,50680.2,0.24633,
50688.5,1.66397,,,50688.5,0.24635,
50696.9,1.66393,,,50696.9,0.24637,
50705.2,1.6639,,,50705.2,0.24639,
50713.6,1.66387,,,50713.6,0.24641,
50721.9,1.66383,,,50721.9,0.24643,
50730.3,1.6638,,,50730.3,0.24645,
50738.6,1.66377,,,50738.6,0.24646,
50747,1.66373,,,50747,0.24648,
50755.3,1.6637,,,50755.3,0.2465,
50763.7,1.66367,,,50763.7,0.24652,
50772,1.66363,,,50772,0.24654,
50780.4,1.6636,,,50780.4,0.24656,
50788.7,1.66356,,,50788.7,0.24657,
50797.1,1.66352,,,50797.1,0.24659,
50805.4,1.66348,,,50805.4,0.2466,
50813.8,1.66344,,,50813.8,0.24661,
50822.1,1.66341,,,50822.1,0.24662,
50830.5,1.66338,,,50830.5,0.24663,
50838.8,1.66334,,,50838.8,0.24664,
50847.2,1.66331,,,50847.2,0.24665,
50855.5,1.66328,,,50855.5,0.24666,
50863.9,1.66325,,,50863.9,0.24667,
50872.2,1.66322,,,50872.2,0.24668,
50880.6,1.6632,,,50880.6,0.24668,
50888.9,1.66318,,,50888.9,0.2467,
50897.3,1.66315,,,50897.3,0.24671,
50905.6,1.66312,,,50905.6,0.24673,
50914,1.66309,,,50914,0.24675,
50922.3,1.66306,,,50922.3,0.24676,
50930.7,1.66303,,,50930.7,0.24678,
50939,1.663,,,50939,0.2468,
50947.4,1.66297,,,50947.4,0.24681,
50955.7,1.66294,,,50955.7,0.24683,
50964.1,1.6629,,,50964.1,0.24685,
50972.4,1.66287,,,50972.4,0.24686,
50980.8,1.66283,,,50980.8,0.24687,
50989.1,1.6628,,,50989.1,0.24689,
50997.5,1.66276,,,50997.5,0.2469,
51005.9,1.66273,,,51005.9,0.24691,
51014.2,1.6627,,,51014.2,0.24692,
51022.6,1.66266,,,51022.6,0.24693,
51030.9,1.66263,,,51030.9,0.24695,
51039.3,1.66259,,,51039.3,0.24696,
51047.6,1.66255,,,51047.6,0.24697,
51056,1.66251,,,51056,0.24699,
51064.3,1.66246,,,51064.3,0.24699,
51072.7,1.66243,,,51072.7,0.24698,
51081,1.66239,,,51081,0.24698,
51089.4,1.66236,,,51089.4,0.24698,
51097.7,1.66233,,,51097.7,0.24697,
51106.1,1.6623,,,51106.1,0.24697,
51114.4,1.66227,,,51114.4,0.24697,
51122.8,1.66225,,,51122.8,0.24696,
51131.1,1.66223,,,51131.1,0.24696,
51139.5,1.66221,,,51139.5,0.24695,
51147.8,1.66221,,,51147.8,0.24695,
51156.2,1.6622,,,51156.2,0.24697,
51164.5,1.66218,,,51164.5,0.24699,
51172.9,1.66216,,,51172.9,0.247,
51181.2,1.66214,,,51181.2,0.24702,
51189.6,1.66212,,,51189.6,0.24704,
51197.9,1.6621,,,51197.9,0.24705,
51206.3,1.66207,,,51206.3,0.24707,
51214.6,1.66204,,,51214.6,0.24709,
51223,1.66201,,,51223,0.24711,
51231.3,1.66198,,,51231.3,0.24713,
51239.7,1.66194,,,51239.7,0.24714,
51248,1.66191,,,51248,0.24714,
51256.4,1.66188,,,51256.4,0.24715,
51264.7,1.66185,,,51264.7,0.24716,
51273.1,1.66182,,,51273.1,0.24717,
51281.4,1.66179,,,51281.4,0.24718,
51289.8,1.66176,,,51289.8,0.24718,
51298.1,1.66173,,,51298.1,0.24719,
51306.5,1.66171,,,51306.5,0.2472,
51314.8,1.66168,,,51314.8,0.24721,
51323.2,1.66165,,,51323.2,0.24721,
51331.5,1.66162,,,51331.5,0.24722,
51339.9,1.66159,,,51339.9,0.24723,
51348.2,1.66156,,,51348.2,0.24723,
51356.6,1.66154,,,51356.6,0.24724,
51364.9,1.66151,,,51364.9,0.24724,
51373.3,1.66148,,,51373.3,0.24725,
51381.6,1.66146,,,51381.6,0.24726,
51390,1.66143,,,51390,0.24726,
51398.3,1.66141,,,51398.3,0.24727,
51406.7,1.66138,,,51406.7,0.24727,
51415,1.66136,,,51415,0.24728,
51423.4,1.66134,,,51423.4,0.24729,
